0,50,35.2617,31.3234,30.271,29.9897,29.9146,29.8945,29.8891,29.8877,29.8873,29.8872,29.8872,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8871,29.8823,29.8555,29.746,29.3293,27.7657,21.9117
50,40.3724,34.9163,32.1911,30.8974,30.3007,30.0313,29.912,29.8602,29.8381,29.8288,29.825,29.8234,29.8228,29.8226,29.8225,29.8225,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8224,29.8222,29.8116,29.7423,29.496,28.855,27.4575,24.832
50,38.5215,33.7627,31.6557,30.6998,30.2649,30.0684,29.9807,29.9422,29.9255,29.9184,29.9155,29.9143,29.9138,29.9136,29.9135,29.9135,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9134,29.9124,29.9,29.8386,29.6434,29.1441,27.9738,25.1976
